Id,SalePrice
1461,117690.26785
1462,162640.5502
1463,171759.13681
1464,198598.78006
1465,196071.61486
1466,180966.72175
1467,201111.74143
1468,171350.49655
1469,205751.948
1470,113901.15334
1471,206536.12921
1472,122600.23004
1473,99331.107424
1474,153415.17387
1475,120825.18267
1476,320065.80383
1477,243327.35286
1478,288349.79416
1479,267561.24025
1480,411856.15975
1481,301072.25687
1482,215869.99209
1483,183699.45198
1484,174696.16203
1485,196630.73136
1486,208569.38323
1487,283841.69047
1488,256554.04383
1489,182490.70899
1490,227037.89242
1491,210702.38699
1492,90641.896504
1493,216269.58971
1494,286275.48123
1495,275213.71843
1496,223142.96934
1497,170480.52769
1498,158635.54909
1499,165644.51259
1500,156943.91863
1501,199477.31616
1502,143277.52988
1503,272780.8463
1504,247497.05454
1505,224063.93001
1506,205992.63666
1507,247036.30063
1508,203181.36277
1509,154518.397
1510,146591.54439
1511,142483.76813
1512,187907.59221
1513,165644.80669
1514,148888.53266
1515,219335.55304
1516,177598.7393
1517,175226.69869
1518,124416.57933
1519,246465.70307
1520,129665.5765
1521,121277.78262
1522,201435.81848
1523,84167.247019
1524,111648.6154
1525,109676.15214
1526,86555.179117
1527,88429.330134
1528,157819.29734
1529,127935.12073
1530,234145.79903
1531,150796.46979
1532,103176.48881
1533,146418.57698
1534,132811.22427
1535,154441.48092
1536,99889.594868
1537,30114.563085
1538,187623.19809
1539,226485.38345
1540,108394.44309
1541,155075.99922
1542,143352.63019
1543,198010.15111
1544,78982.992815
1545,134680.03312
1546,134884.75772
1547,144336.69263
1548,142359.52614
1549,123691.91515
1550,126781.78135
1551,134991.85467
1552,128976.79486
1553,153360.64511
1554,126019.24559
1555,176322.78535
1556,77515.676402
1557,77592.722976
1558,94146.329528
1559,59211.825651
1560,130664.55785
1561,120799.85441
1562,119622.05837
1563,118654.06761
1564,150408.43719
1565,132212.99763
1566,247858.08268
1567,58816.000978
1568,226623.13072
1569,101360.49122
1570,142625.13822
1571,120141.6245
1572,142379.81864
1573,251064.5051
1574,120251.64634
1575,242019.46174
1576,243475.95868
1577,198506.378
1578,145501.48987
1579,130993.06534
1580,208809.89262
1581,146942.30611
1582,122241.1237
1583,307175.33321
1584,227868.86023
1585,154121.28717
1586,49100.387463
1587,96678.826285
1588,147166.71462
1589,96685.9905
1590,134399.83954
1591,62560.815471
1592,131595.20157
1593,138476.60189
1594,122452.23275
1595,108991.07813
1596,220740.92312
1597,176453.55889
1598,202500.43602
1599,199515.82599
1600,187134.26361
1601,26713.908737
1602,124425.0377
1603,58578.80447
1604,255125.59505
1605,259596.09331
1606,173524.87416
1607,175619.03155
1608,219472.99233
1609,194837.68689
1610,151352.62843
1611,155898.17827
1612,162133.73889
1613,171274.78735
1614,127449.78388
1615,63327.962568
1616,42773.077436
1617,66576.13032
1618,113480.48935
1619,148633.46495
1620,181639.28848
1621,132946.36827
1622,127058.27214
1623,259847.6005
1624,211505.84756
1625,120921.02865
1626,195020.78292
1627,192628.55763
1628,279480.37078
1629,194483.49517
1630,323675.215
1631,215647.94026
1632,234600.31905
1633,187933.7897
1634,195940.45117
1635,187497.80297
1636,164956.98995
1637,196685.87354
1638,222397.83106
1639,204091.53639
1640,270121.56791
1641,200109.7652
1642,227018.59429
1643,229422.3597
1644,234659.57432
1645,233172.23536
1646,178253.44449
1647,173424.4374
1648,135693.14901
1649,137685.83819
1650,112711.2724
1651,109789.14222
1652,127430.94696
1653,127131.18409
1654,155102.58365
1655,151766.42903
1656,144830.06656
1657,156211.33642
1658,148042.31726
1659,136452.75104
1660,145133.56888
1661,384799.93143
1662,324867.32352
1663,323773.20931
1664,431451.98996
1665,284496.87714
1666,300834.07298
1667,307098.18441
1668,305489.04216
1669,289373.66394
1670,316819.58441
1671,265610.97573
1672,392391.48447
1673,283099.02991
1674,256236.31376
1675,191670.69525
1676,200384.03242
1677,215205.82261
1678,411233.00676
1679,334947.75234
1680,287902.41511
1681,250568.58989
1682,298109.17062
1683,197351.61255
1684,200680.18623
1685,178281.86588
1686,177987.62135
1687,179496.546
1688,210513.02649
1689,207893.31749
1690,214197.65643
1691,202322.651
1692,258454.13419
1693,180317.51053
1694,194321.04343
1695,181060.78784
1696,274825.53505
1697,185241.80546
1698,331398.38876
1699,301601.94777
1700,251358.88442
1701,282258.97199
1702,254945.70171
1703,258895.53904
1704,278043.31954
1705,239920.97408
1706,370800.99469
1707,194910.14237
1708,205716.0251
1709,275077.19857
1710,234233.15446
1711,265875.29848
1712,260447.06748
1713,260661.56077
1714,223755.29482
1715,205630.24513
1716,183907.50306
1717,190502.57516
1718,131826.45363
1719,211132.33901
1720,245912.04244
1721,182299.39666
1722,118957.55407
1723,162773.48222
1724,223966.57471
1725,239380.5178
1726,185730.76056
1727,153408.55207
1728,194340.39692
1729,171446.20618
1730,166104.50161
1731,115554.54355
1732,119940.05937
1733,111612.01972
1734,114252.69534
1735,131564.76376
1736,103078.17693
1737,321388.03406
1738,244509.87521
1739,272842.07997
1740,197899.05368
1741,189257.69889
1742,179218.89017
1743,184490.11599
1744,298757.47546
1745,228973.54052
1746,222190.6261
1747,229093.62899
1748,228443.35656
1749,158206.52311
1750,153688.37385
1751,256762.59862
1752,112131.34498
1753,153944.14107
1754,228599.56231
1755,170916.05427
1756,122279.3192
1757,100628.2369
1758,146437.98832
1759,180984.16031
1760,170239.59611
1761,172936.12645
1762,168673.67737
1763,168618.05921
1764,110850.38905
1765,194039.09929
1766,202984.00446
1767,249305.66082
1768,145056.49482
1769,182606.62431
1770,162598.86756
1771,113529.45332
1772,127311.04052
1773,107917.66268
1774,154469.98899
1775,146030.77726
1776,131960.94856
1777,99835.839889
1778,144849.07257
1779,121480.92238
1780,191839.64026
1781,119868.72522
1782,53004.672972
1783,133550.09441
1784,85844.283929
1785,106798.68593
1786,158783.35043
1787,165663.29448
1788,8142.7257542
1789,96212.51459
1790,43292.368647
1791,212461.88157
1792,172948.58907
1793,151194.08213
1794,178447.29813
1795,129861.70781
1796,129781.03931
1797,136875.60168
1798,105259.47744
1799,106507.76372
1800,104222.24719
1801,105135.73599
1802,162295.41373
1803,170032.91773
1804,133669.59716
1805,145806.74308
1806,140627.28309
1807,173686.79102
1808,117847.66577
1809,109555.03378
1810,143931.19275
1811,53327.761779
1812,89827.062951
1813,120385.48224
1814,79481.708396
1815,16760.08361
1816,91647.412649
1817,93968.386059
1818,157531.81568
1819,128710.37404
1820,38658.666722
1821,124448.32105
1822,153839.04901
1823,11450.777403
1824,137929.98113
1825,138420.36858
1826,99591.564627
1827,103964.72087
1828,134278.76933
1829,150637.2309
1830,159960.88656
1831,187839.92974
1832,106480.9754
1833,157134.52283
1834,129900.13587
1835,121397.21834
1836,127293.51054
1837,81157.084885
1838,115728.85875
1839,85943.389012
1840,149627.29166
1841,139295.35741
1842,82712.281827
1843,125611.07867
1844,125358.81234
1845,137093.85062
1846,143646.45033
1847,161695.9004
1848,10000
1849,117925.45749
1850,119500.13662
1851,150155.1972
1852,125411.18217
1853,125201.74134
1854,183172.48404
1855,155090.70639
1856,237157.22531
1857,144229.49394
1858,130609.53846
1859,116195.35236
1860,159222.89701
1861,115172.27234
1862,286196.64143
1863,284664.88616
1864,284679.35883
1865,316036.76309
1866,311628.33556
1867,236264.97077
1868,287659.3734
1869,225084.90911
1870,245052.58528
1871,243132.16038
1872,173081.08447
1873,231364.28214
1874,144326.99586
1875,211289.48122
1876,210122.43085
1877,224321.81708
1878,216083.1696
1879,112722.23835
1880,145126.81158
1881,242208.58878
1882,253449.48751
1883,194899.18234
1884,210554.01446
1885,257158.0545
1886,278464.81783
1887,235004.93714
1888,282097.47045
1889,167483.0111
1890,113718.77198
1891,142892.24838
1892,72958.87141
1893,134569.14518
1894,101597.13014
1895,158682.43314
1896,121170.65818
1897,114577.19498
1898,124996.60345
1899,146530.12207
1900,153749.24273
1901,163370.8215
1902,143486.16774
1903,216673.63046
1904,131292.94536
1905,190853.89999
1906,158952.9325
1907,218164.01683
1908,131257.35745
1909,154084.0011
1910,137469.66256
1911,218104.28695
1912,289417.58787
1913,169463.99818
1914,50554.834026
1915,250758.27418
1916,31043.866405
1917,258212.48672
1918,147068.17124
1919,189919.10671
1920,177118.84271
1921,343252.3511
1922,294361.32483
1923,229854.73395
1924,240866.05117
1925,227178.39804
1926,334317.83794
1927,129147.62814
1928,165604.66473
1929,108377.31486
1930,134233.08108
1931,138182.05101
1932,136998.92989
1933,153381.32855
1934,186609.56955
1935,184244.14507
1936,189426.78652
1937,189439.08711
1938,177542.23038
1939,241743.23856
1940,195547.44699
1941,181944.35715
1942,200493.09827
1943,202786.89299
1944,286611.32743
1945,328184.06179
1946,161173.90501
1947,273051.7739
1948,177020.63514
1949,253182.64524
1950,213803.7061
1951,275202.70306
1952,234313.37626
1953,193667.00393
1954,222485.66976
1955,132041.0907
1956,307996.8367
1957,177617.66244
1958,302392.9418
1959,136160.20683
1960,94442.879414
1961,114238.9029
1962,117872.47082
1963,133694.52033
1964,113068.06553
1965,139409.21352
1966,154967.75083
1967,271960.95785
1968,354027.19478
1969,342870.02762
1970,356118.3632
1971,386144.42337
1972,342383.21073
1973,263899.39776
1974,291385.24897
1975,427078.60412
1976,291382.83888
1977,351518.62553
1978,310834.53089
1979,297864.07715
1980,200533.57898
1981,305359.02316
1982,229372.9325
1983,212313.75168
1984,186849.39186
1985,237055.44764
1986,236277.40187
1987,198294.71114
1988,181253.35472
1989,208261.38856
1990,226951.54163
1991,222518.73949
1992,245856.58203
1993,186602.39256
1994,245398.59526
1995,198309.48964
1996,290685.43647
1997,286555.73261
1998,315571.80753
1999,260776.98834
2000,299880.58177
2001,263543.31784
2002,250336.26957
2003,259278.97294
2004,277946.25737
2005,225231.20797
2006,216984.29872
2007,258705.73517
2008,225722.55444
2009,196012.80732
2010,212750.49665
2011,155448.07237
2012,181473.14716
2013,174054.01215
2014,193459.48027
2015,208336.62651
2016,194916.11274
2017,204801.52259
2018,112519.52524
2019,133291.34412
2020,79941.096407
2021,95032.802563
2022,188323.23363
2023,131624.4977
2024,273726.00703
2025,347493.17863
2026,183690.97991
2027,154779.32839
2028,169760.57807
2029,173440.25544
2030,263166.8196
2031,249115.54067
2032,238834.69401
2033,260314.61591
2034,179812.82279
2035,238854.72626
2036,230377.72907
2037,233256.89058
2038,294856.80533
2039,213554.06864
2040,344831.87656
2041,280356.51989
2042,213355.3518
2043,171835.89275
2044,190874.96608
2045,211136.79722
2046,133940.82027
2047,133613.78706
2048,138179.5109
2049,126382.69625
2050,181985.18261
2051,109949.87815
2052,129448.64799
2053,147208.2739
2054,70729.664966
2055,158733.40699
2056,147480.37669
2057,106321.56662
2058,217617.91324
2059,136417.95854
2060,194720.48595
2061,198478.53506
2062,117326.34292
2063,108164.26629
2064,136471.79874
2065,119153.59023
2066,186421.96889
2067,123867.71874
2068,132790.83415
2069,73544.969819
2070,101276.70505
2071,75627.001452
2072,143838.46463
2073,132125.6317
2074,193662.51064
2075,156372.90733
2076,122978.27938
2077,131065.72242
2078,106607.70613
2079,142067.82744
2080,127548.78769
2081,119123.04039
2082,113601.41611
2083,139549.11238
2084,97871.126621
2085,108450.86108
2086,157165.06913
2087,133461.77424
2088,108856.98203
2089,67892.795693
2090,124671.74181
2091,72137.262898
2092,149170.1271
2093,129977.39999
2094,132198.3757
2095,131830.47347
2096,82307.472608
2097,85039.791033
2098,140020.66602
2099,16232.5929
2100,54635.039081
2101,105080.61301
2102,152080.90599
2103,92780.323979
2104,137357.0593
2105,121882.08692
2106,25621.559016
2107,214120.3321
2108,126346.38945
2109,104877.6863
2110,129042.63379
2111,176771.43007
2112,130283.80501
2113,119870.47139
2114,125894.75261
2115,161728.97419
2116,121827.12525
2117,152854.2941
2118,134570.36214
2119,112266.8501
2120,117576.04436
2121,10000
2122,90921.216218
2123,105831.02076
2124,186959.46515
2125,135039.13543
2126,150049.30497
2127,160891.14967
2128,139860.13258
2129,117497.52422
2130,133173.87732
2131,182242.34118
2132,128607.00749
2133,138646.27865
2134,132720.04938
2135,115045.99584
2136,16555.175719
2137,108622.24545
2138,132576.96905
2139,155020.81008
2140,142352.33858
2141,153296.51396
2142,122366.58306
2143,135530.95956
2144,95375.189684
2145,137724.45164
2146,182504.3316
2147,150792.77738
2148,157568.62445
2149,130841.2305
2150,228278.03794
2151,137625.72427
2152,162465.86117
2153,189095.889
2154,96919.872907
2155,158611.6382
2156,265211.44861
2157,251107.79168
2158,232986.4555
2159,216928.52721
2160,186538.07283
2161,254847.17542
2162,363183.95475
2163,317449.98703
2164,248610.88446
2165,207670.19583
2166,153304.43979
2167,224418.50351
2168,200918.26086
2169,200351.20442
2170,222123.38935
2171,157023.55031
2172,135467.53826
2173,192642.91985
2174,241338.06079
2175,296175.64927
2176,287387.2708
2177,239913.39671
2178,229569.16483
2179,152238.08786
2180,242381.58668
2181,198544.62783
2182,226550.69564
2183,193705.43716
2184,130245.56681
2185,122765.05103
2186,164835.11323
