Id,SalePrice
1461,110460.22537
1462,158487.72668
1463,183807.90093
1464,193554.38058
1465,206828.29901
1466,165220.22303
1467,174174.79615
1468,155177.54219
1469,206049.53503
1470,115934.75524
1471,160716.71426
1472,96941.752557
1473,92382.873543
1474,144446.0556
1475,104361.32823
1476,384865.8012
1477,255103.31209
1478,305615.31838
1479,299990.40543
1480,494407.49667
1481,318946.1994
1482,205808.93737
1483,184215.68927
1484,162574.15327
1485,10000
1486,10000
1487,10000
1488,220720.42121
1489,198109.26576
1490,251991.51495
1491,201587.18852
1492,101679.76411
1493,10000
1494,299921.98154
1495,286274.34259
1496,10000
1497,176599.90555
1498,174091.31315
1499,161297.74356
1500,150348.45802
1501,193152.36609
1502,131404.5319
1503,360518.45974
1504,233765.68156
1505,222598.28084
1506,193534.65217
1507,256891.70006
1508,196721.41365
1509,153125.81006
1510,140988.9847
1511,151328.16132
1512,166947.68714
1513,149531.47346
1514,160120.98899
1515,10000
1516,10000
1517,182548.14623
1518,120922.33905
1519,224594.03184
1520,118899.21584
1521,130853.2815
1522,185567.6151
1523,114295.50124
1524,125956.45944
1525,125547.95516
1526,103193.51296
1527,101284.61801
1528,10000
1529,156896.92961
1530,10000
1531,10000
1532,10000
1533,161796.9596
1534,131654.94655
1535,10000
1536,10000
1537,41763.789054
1538,151155.79752
1539,204480.65612
1540,129010.99336
1541,10000
1542,10000
1543,186348.9589
1544,77075.009249
1545,121930.29234
1546,138444.21305
1547,10000
1548,152184.78279
1549,124349.95216
1550,147148.60874
1551,10000
1552,152471.68118
1553,155672.21379
1554,112822.92918
1555,167797.88099
1556,10000
1557,134197.56773
1558,105926.61335
1559,60573.564889
1560,10000
1561,141246.8474
1562,132429.62995
1563,129074.63642
1564,163987.76129
1565,151686.64583
1566,229861.67245
1567,65319.308292
1568,10000
1569,146035.70678
1570,124653.13424
1571,83502.534802
1572,149070.7473
1573,259109.2754
1574,10000
1575,228744.03615
1576,10000
1577,182850.34195
1578,150512.40366
1579,127378.63018
1580,190338.65704
1581,159045.45906
1582,134188.24508
1583,280762.60595
1584,218214.80674
1585,130193.00976
1586,10000
1587,101443.57103
1588,10000
1589,101161.46083
1590,123954.56888
1591,89854.53633
1592,10000
1593,125755.99106
1594,10000
1595,115744.61139
1596,227873.36828
1597,209107.67269
1598,10000
1599,194082.32127
1600,171409.68902
1601,59646.988887
1602,131751.51858
1603,34436.65469
1604,10000
1605,221160.23073
1606,146239.64031
1607,161521.49552
1608,195868.73142
1609,188676.17771
1610,10000
1611,123689.46341
1612,179419.55718
1613,164564.83436
1614,133467.23498
1615,96149.094436
1616,75375.701699
1617,89150.477758
1618,133191.08179
1619,140158.01133
1620,186229.68506
1621,131209.07265
1622,149194.76517
1623,251418.59215
1624,195402.58038
1625,112974.49281
1626,165238.72295
1627,185016.8554
1628,10000
1629,10000
1630,10000
1631,253778.75843
1632,250206.81965
1633,10000
1634,181623.49449
1635,167706.31902
1636,145852.56285
1637,193836.36186
1638,180596.15009
1639,182014.21115
1640,10000
1641,180728.19648
1642,250417.41965
1643,220973.5683
1644,236716.54806
1645,10000
1646,154518.59748
1647,153370.16832
1648,127313.53457
1649,127883.11205
1650,107931.22436
1651,114855.50674
1652,97084.254318
1653,93862.018921
1654,146864.56009
1655,118761.99584
1656,139469.54694
1657,155655.11261
1658,147817.20373
1659,128278.76125
1660,151291.2711
1661,10000
1662,378867.09491
1663,381303.77787
1664,552170.17445
1665,327240.73706
1666,329450.09353
1667,10000
1668,363794.38641
1669,314241.42665
1670,373601.2222
1671,262820.22888
1672,417515.56577
1673,10000
1674,244584.44141
1675,202663.7846
1676,204653.0282
1677,208878.98276
1678,482877.30921
1679,396428.55066
1680,343404.0603
1681,280843.53072
1682,329080.81951
1683,190939.26185
1684,167955.82637
1685,169115.3144
1686,162904.82975
1687,10000
1688,10000
1689,185062.77716
1690,186510.69959
1691,175079.85336
1692,10000
1693,10000
1694,185218.28443
1695,10000
1696,10000
1697,10000
1698,10000
1699,10000
1700,270789.40629
1701,280632.72658
1702,233950.05391
1703,227900.61431
1704,267680.34772
1705,240469.15498
1706,179799.13617
1707,219031.9887
1708,202693.4536
1709,258498.6182
1710,219551.43758
1711,265752.75043
1712,255185.01131
1713,279146.88082
1714,227338.45839
1715,210291.48292
1716,183966.77201
1717,176816.82595
1718,152837.11472
1719,10000
1720,248464.11265
1721,147091.26035
1722,115036.34768
1723,150641.73306
1724,221477.3054
1725,10000
1726,186031.07481
1727,153526.69882
1728,151353.95885
1729,10000
1730,168490.69635
1731,108898.07296
1732,131465.24043
1733,115257.7072
1734,118229.12749
1735,89440.778294
1736,94547.090653
1737,10000
1738,262972.9802
1739,10000
1740,212812.86461
1741,186385.55404
1742,183159.89535
1743,175633.03438
1744,361952.31004
1745,235401.15516
1746,192189.7908
1747,10000
1748,220128.93685
1749,133275.03021
1750,134410.17748
1751,233830.88055
1752,106157.8754
1753,154135.11202
1754,194121.99821
1755,171943.61757
1756,144103.26043
1757,119366.2231
1758,146728.0807
1759,10000
1760,157596.54003
1761,163338.78298
1762,186827.58019
1763,10000
1764,111619.52384
1765,181457.92869
1766,179133.28688
1767,222823.22214
1768,139736.96396
1769,163355.41466
1770,147745.47004
1771,121384.53504
1772,131667.77819
1773,106135.01638
1774,153229.87086
1775,10000
1776,10000
1777,105770.07901
1778,148512.06616
1779,130870.5218
1780,10000
1781,127893.26525
1782,76743.653332
1783,143664.95664
1784,90453.085122
1785,137706.58311
1786,10000
1787,10000
1788,10000
1789,102455.59172
1790,63647.694732
1791,10000
1792,165794.71418
1793,10000
1794,165737.3687
1795,130056.7905
1796,10000
1797,10000
1798,122470.32503
1799,98488.476738
1800,118557.70329
1801,10000
1802,10000
1803,159022.34651
1804,120771.2715
1805,126683.43851
1806,126494.76077
1807,144267.84519
1808,112569.42075
1809,126357.92426
1810,142188.68548
1811,10000
1812,112199.50238
1813,146345.06902
1814,93973.490796
1815,55907.86324
1816,96588.286923
1817,104168.67422
1818,10000
1819,135205.44112
1820,26954.708927
1821,106167.61608
1822,152982.34126
1823,29192.337421
1824,10000
1825,149798.44186
1826,98098.171097
1827,106846.984
1828,142879.63449
1829,129413.34403
1830,152090.20955
1831,10000
1832,28497.352959
1833,148063.03543
1834,117825.67142
1835,127961.75467
1836,140667.30813
1837,10000
1838,10000
1839,10000
1840,148984.47173
1841,132090.25577
1842,70406.356805
1843,141247.67378
1844,10000
1845,132875.83524
1846,152236.20319
1847,167210.31897
1848,10000
1849,10000
1850,105941.05472
